2019/03/30 23:14:35.658|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:19:49.456|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:19:50.028| WARN[main] Could not find matching type descriptor for requested Java class [org.tonylin.practice.spring.data.rest.jpa.entity.JobAttributes]; using fallback 
2019/03/30 23:19:50.031| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:19:50.581|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:19:50.594|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:21:09.176|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:21:09.747| WARN[main] Could not find matching type descriptor for requested Java class [org.tonylin.practice.spring.data.rest.jpa.entity.JobAttributes]; using fallback 
2019/03/30 23:21:09.750| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:21:09.751| WARN[main] Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'entityManagerFactory' defined in org.tonylin.practice.spring.data.rest.AppConfig: Invocation of init method failed; nested exception is javax.persistence.PersistenceException: [PersistenceUnit: default] Unable to build Hibernate SessionFactory; nested exception is org.hibernate.AnnotationException: AttributeConverter and explicit Type cannot be applied to same attribute [org.tonylin.practice.spring.data.rest.jpa.entity.StringJob.attributes];remove @Type or specify @Convert(disableConversion = true) 
2019/03/30 23:21:23.628|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:21:24.196| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:21:24.682|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:21:24.691|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:22:11.429|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:22:12.005| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:22:12.514|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:22:12.527|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:23:08.969|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:23:09.543| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:23:10.019|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:23:10.028|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:23:21.106|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:23:21.679| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:23:22.201|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:23:22.212|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:23:54.507|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:23:55.082| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:23:55.564|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:23:55.578|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:25:29.821|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:25:30.408| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:25:30.853|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:25:30.865|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:30:08.460|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:30:09.056| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:30:09.518|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:30:09.527|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:30:25.500|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:30:26.098| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:30:26.554|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:30:26.565|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:33:45.703|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:33:46.300| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:33:46.783|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:33:46.796|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:34:12.659|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:34:13.255| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:34:13.710|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:34:13.719|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:54:29.745|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:54:29.956|DEBUG[main] Adding type registration boolean -> org.hibernate.type.BooleanType@60129b9a 
2019/03/30 23:54:29.956|DEBUG[main] Adding type registration boolean -> org.hibernate.type.BooleanType@60129b9a 
2019/03/30 23:54:29.956|DEBUG[main] Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@60129b9a 
2019/03/30 23:54:29.957|DEBUG[main] Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@27216cd 
2019/03/30 23:54:29.958|DEBUG[main] Adding type registration true_false -> org.hibernate.type.TrueFalseType@3daf7722 
2019/03/30 23:54:29.959|DEBUG[main] Adding type registration yes_no -> org.hibernate.type.YesNoType@146dfe6 
2019/03/30 23:54:29.960|DEBUG[main] Adding type registration byte -> org.hibernate.type.ByteType@7efaad5a 
2019/03/30 23:54:29.960|DEBUG[main] Adding type registration byte -> org.hibernate.type.ByteType@7efaad5a 
2019/03/30 23:54:29.960|DEBUG[main] Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@7efaad5a 
2019/03/30 23:54:29.961|DEBUG[main] Adding type registration character -> org.hibernate.type.CharacterType@416c58f5 
2019/03/30 23:54:29.961|DEBUG[main] Adding type registration char -> org.hibernate.type.CharacterType@416c58f5 
2019/03/30 23:54:29.962|DEBUG[main] Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@416c58f5 
2019/03/30 23:54:29.963|DEBUG[main] Adding type registration short -> org.hibernate.type.ShortType@5a2d131d 
2019/03/30 23:54:29.963|DEBUG[main] Adding type registration short -> org.hibernate.type.ShortType@5a2d131d 
2019/03/30 23:54:29.963|DEBUG[main] Adding type registration java.lang.Short -> org.hibernate.type.ShortType@5a2d131d 
2019/03/30 23:54:29.965|DEBUG[main] Adding type registration integer -> org.hibernate.type.IntegerType@130e116b 
2019/03/30 23:54:29.965|DEBUG[main] Adding type registration int -> org.hibernate.type.IntegerType@130e116b 
2019/03/30 23:54:29.965|DEBUG[main] Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@130e116b 
2019/03/30 23:54:29.966|DEBUG[main] Adding type registration long -> org.hibernate.type.LongType@141e5bef 
2019/03/30 23:54:29.966|DEBUG[main] Adding type registration long -> org.hibernate.type.LongType@141e5bef 
2019/03/30 23:54:29.967|DEBUG[main] Adding type registration java.lang.Long -> org.hibernate.type.LongType@141e5bef 
2019/03/30 23:54:29.968|DEBUG[main] Adding type registration float -> org.hibernate.type.FloatType@7b420819 
2019/03/30 23:54:29.968|DEBUG[main] Adding type registration float -> org.hibernate.type.FloatType@7b420819 
2019/03/30 23:54:29.968|DEBUG[main] Adding type registration java.lang.Float -> org.hibernate.type.FloatType@7b420819 
2019/03/30 23:54:29.969|DEBUG[main] Adding type registration double -> org.hibernate.type.DoubleType@5d066c7d 
2019/03/30 23:54:29.970|DEBUG[main] Adding type registration double -> org.hibernate.type.DoubleType@5d066c7d 
2019/03/30 23:54:29.970|DEBUG[main] Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@5d066c7d 
2019/03/30 23:54:29.971|DEBUG[main] Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@66c92293 
2019/03/30 23:54:29.972|DEBUG[main] Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@66c92293 
2019/03/30 23:54:29.973|DEBUG[main] Adding type registration big_integer -> org.hibernate.type.BigIntegerType@5bf0fe62 
2019/03/30 23:54:29.973|DEBUG[main] Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@5bf0fe62 
2019/03/30 23:54:29.974|DEBUG[main] Adding type registration string -> org.hibernate.type.StringType@6ce86ce1 
2019/03/30 23:54:29.974|DEBUG[main] Adding type registration java.lang.String -> org.hibernate.type.StringType@6ce86ce1 
2019/03/30 23:54:29.975|DEBUG[main] Adding type registration nstring -> org.hibernate.type.StringNVarcharType@32c4e8b2 
2019/03/30 23:54:29.976|DEBUG[main] Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@5a755cc1 
2019/03/30 23:54:29.976|DEBUG[main] Adding type registration url -> org.hibernate.type.UrlType@63fbfaeb 
2019/03/30 23:54:29.977|DEBUG[main] Adding type registration java.net.URL -> org.hibernate.type.UrlType@63fbfaeb 
2019/03/30 23:54:29.978|DEBUG[main] Adding type registration date -> org.hibernate.type.DateType@2c4d1ac 
2019/03/30 23:54:29.978|DEBUG[main] Adding type registration java.sql.Date -> org.hibernate.type.DateType@2c4d1ac 
2019/03/30 23:54:29.979|DEBUG[main] Adding type registration time -> org.hibernate.type.TimeType@29526c05 
2019/03/30 23:54:29.980|DEBUG[main] Adding type registration java.sql.Time -> org.hibernate.type.TimeType@29526c05 
2019/03/30 23:54:29.981|DEBUG[main] Adding type registration timestamp -> org.hibernate.type.TimestampType@3f9342d4 
2019/03/30 23:54:29.981|DEBUG[main] Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@3f9342d4 
2019/03/30 23:54:29.981|DEBUG[main] Adding type registration java.util.Date -> org.hibernate.type.TimestampType@3f9342d4 
2019/03/30 23:54:29.982|DEBUG[main] Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@2bd08376 
2019/03/30 23:54:29.983|DEBUG[main] Adding type registration calendar -> org.hibernate.type.CalendarType@d62fe5b 
2019/03/30 23:54:29.984|DEBUG[main] Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@d62fe5b 
2019/03/30 23:54:29.984|DEBUG[main] Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@d62fe5b 
2019/03/30 23:54:29.984|DEBUG[main] Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@466276d8 
2019/03/30 23:54:29.985|DEBUG[main] Adding type registration locale -> org.hibernate.type.LocaleType@7a1234bf 
2019/03/30 23:54:29.985|DEBUG[main] Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@7a1234bf 
2019/03/30 23:54:29.986|DEBUG[main] Adding type registration currency -> org.hibernate.type.CurrencyType@1b84f475 
2019/03/30 23:54:29.986|DEBUG[main] Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@1b84f475 
2019/03/30 23:54:29.987|DEBUG[main] Adding type registration timezone -> org.hibernate.type.TimeZoneType@8c3619e 
2019/03/30 23:54:29.987|DEBUG[main] Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@8c3619e 
2019/03/30 23:54:29.988|DEBUG[main] Adding type registration class -> org.hibernate.type.ClassType@5bf8fa12 
2019/03/30 23:54:29.988|DEBUG[main] Adding type registration java.lang.Class -> org.hibernate.type.ClassType@5bf8fa12 
2019/03/30 23:54:29.990|DEBUG[main] Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@2f16c6b3 
2019/03/30 23:54:29.990|DEBUG[main] Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@2f16c6b3 
2019/03/30 23:54:29.990|DEBUG[main] Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@52c3cb31 
2019/03/30 23:54:29.991|DEBUG[main] Adding type registration pg-uuid -> org.hibernate.type.PostgresUUIDType@2766ca9d 
2019/03/30 23:54:29.992|DEBUG[main] Adding type registration binary -> org.hibernate.type.BinaryType@6d025197 
2019/03/30 23:54:29.992|DEBUG[main] Adding type registration byte[] -> org.hibernate.type.BinaryType@6d025197 
2019/03/30 23:54:29.992|DEBUG[main] Adding type registration [B -> org.hibernate.type.BinaryType@6d025197 
2019/03/30 23:54:29.993|DEBUG[main] Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@72437d8d 
2019/03/30 23:54:29.993|DEBUG[main] Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@72437d8d 
2019/03/30 23:54:29.993|DEBUG[main] Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@72437d8d 
2019/03/30 23:54:29.994|DEBUG[main] Adding type registration image -> org.hibernate.type.ImageType@29a0cdb 
2019/03/30 23:54:29.995|DEBUG[main] Adding type registration characters -> org.hibernate.type.CharArrayType@3a4621bd 
2019/03/30 23:54:29.995|DEBUG[main] Adding type registration char[] -> org.hibernate.type.CharArrayType@3a4621bd 
2019/03/30 23:54:29.995|DEBUG[main] Adding type registration [C -> org.hibernate.type.CharArrayType@3a4621bd 
2019/03/30 23:54:29.996|DEBUG[main] Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@1f010bf0 
2019/03/30 23:54:29.996|DEBUG[main] Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@1f010bf0 
2019/03/30 23:54:29.996|DEBUG[main] Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@1f010bf0 
2019/03/30 23:54:29.997|DEBUG[main] Adding type registration text -> org.hibernate.type.TextType@177bea38 
2019/03/30 23:54:29.997|DEBUG[main] Adding type registration ntext -> org.hibernate.type.NTextType@8ad6665 
2019/03/30 23:54:30.000|DEBUG[main] Adding type registration blob -> org.hibernate.type.BlobType@53de625d 
2019/03/30 23:54:30.000|DEBUG[main] Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@53de625d 
2019/03/30 23:54:30.001|DEBUG[main] Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@6c0d9d86 
2019/03/30 23:54:30.003|DEBUG[main] Adding type registration clob -> org.hibernate.type.ClobType@74f5ce22 
2019/03/30 23:54:30.003|DEBUG[main] Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@74f5ce22 
2019/03/30 23:54:30.006|DEBUG[main] Adding type registration nclob -> org.hibernate.type.NClobType@5143c662 
2019/03/30 23:54:30.006|DEBUG[main] Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@5143c662 
2019/03/30 23:54:30.007|DEBUG[main] Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@71c27ee8 
2019/03/30 23:54:30.007|DEBUG[main] Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@294a6b8e 
2019/03/30 23:54:30.008|DEBUG[main] Adding type registration serializable -> org.hibernate.type.SerializableType@6fb365ed 
2019/03/30 23:54:30.010|DEBUG[main] Adding type registration object -> org.hibernate.type.ObjectType@4b14918a 
2019/03/30 23:54:30.010|DEBUG[main] Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@4b14918a 
2019/03/30 23:54:30.011|DEBUG[main] Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@18a136ac 
2019/03/30 23:54:30.011|DEBUG[main] Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@77d67cf3 
2019/03/30 23:54:30.011|DEBUG[main] Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@6dee4f1b 
2019/03/30 23:54:30.013|DEBUG[main] Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@176b3f44 
2019/03/30 23:54:30.013|DEBUG[main] Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@6ee6f53 
2019/03/30 23:54:30.013|DEBUG[main] Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@421bba99 
2019/03/30 23:54:30.013|DEBUG[main] Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@5d12a356 
2019/03/30 23:54:30.013|DEBUG[main] Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@134d26af 
2019/03/30 23:54:30.393|DEBUG[main] Created AttributeConverterTypeAdapter -> BasicType adapter for AttributeConverter<JobAttributes,String> 
2019/03/30 23:54:30.394| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:54:30.394|DEBUG[main] Created AttributeConverterTypeAdapter -> BasicType adapter for AttributeConverter<List,String> 
2019/03/30 23:54:30.395|DEBUG[main] Created AttributeConverterTypeAdapter -> BasicType adapter for AttributeConverter<JobAttributes,String> 
2019/03/30 23:54:30.452|TRACE[main] Scoping types to session factory org.hibernate.internal.SessionFactoryImpl@48e64352 
2019/03/30 23:54:30.902|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:54:30.913|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:54:31.306|DEBUG[main] select stringjob0_.id as id1_3_, stringjob0_.attributes as attribut2_3_ from "StringJob" stringjob0_ 
2019/03/30 23:54:31.317|TRACE[main] extracted value ([id1_3_] : [BIGINT]) - [1] 
2019/03/30 23:54:31.323|TRACE[main] extracted value ([attribut2_3_] : [VARCHAR]) - [{"type":"fuck"}] 
2019/03/30 23:54:31.538|DEBUG[main] Converted value on extraction: {"type":"fuck"} -> org.tonylin.practice.spring.data.rest.jpa.entity.JobAttributes@7661b5a 
2019/03/30 23:54:31.539|TRACE[main] extracted value ([id1_3_] : [BIGINT]) - [2] 
2019/03/30 23:54:31.540|TRACE[main] extracted value ([attribut2_3_] : [VARCHAR]) - [{"type":"fuck2"}] 
2019/03/30 23:54:31.540|DEBUG[main] Converted value on extraction: {"type":"fuck2"} -> org.tonylin.practice.spring.data.rest.jpa.entity.JobAttributes@4e08acf9 
2019/03/30 23:54:31.541|TRACE[main] extracted value ([id1_3_] : [BIGINT]) - [3] 
2019/03/30 23:54:31.541|TRACE[main] extracted value ([attribut2_3_] : [VARCHAR]) - [{"type":"fuck3"}] 
2019/03/30 23:54:31.542|DEBUG[main] Converted value on extraction: {"type":"fuck3"} -> org.tonylin.practice.spring.data.rest.jpa.entity.JobAttributes@78cd163b 
2019/03/30 23:55:43.799|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:55:44.414| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:55:44.887|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:55:44.896|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:55:59.373|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:55:59.991| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:56:00.479|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:56:00.491|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:56:00.875|DEBUG[main] select stringjob0_.id as id1_3_, stringjob0_.attributes as attribut2_3_ from "StringJob" stringjob0_ 
2019/03/30 23:56:09.334|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:56:09.949| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/30 23:56:10.438|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:56:10.447|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/30 23:56:10.831|DEBUG[main] select stringjob0_.id as id1_3_, stringjob0_.attributes as attribut2_3_ from "StringJob" stringjob0_ 
2019/03/31 00:20:58.356|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:20:58.960| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/31 00:20:59.459|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:20:59.468|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:20:59.894|DEBUG[main] select customer0_.id as id1_1_, customer0_.email as email2_1_, customer0_.first_name as first_na3_1_, customer0_.last_name as last_nam4_1_ from Customer customer0_ 
2019/03/31 00:21:50.989|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:21:51.590| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/31 00:21:52.061|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:21:52.070|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:21:52.460|DEBUG[main] select customer0_.id as id1_1_, customer0_.email as email2_1_, customer0_.first_name as first_na3_1_, customer0_.last_name as last_nam4_1_ from Customer customer0_ 
2019/03/31 00:24:34.368|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:24:34.980| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/31 00:24:35.418|ERROR[main] HHH000388: Unsuccessful: alter table Address add constraint FK_lfc3xpnqab4aas28rijp1xgxu foreign key (id) references Customer 
2019/03/31 00:24:35.418|ERROR[main] ERROR: insert or update on table "address" violates foreign key constraint "fk_lfc3xpnqab4aas28rijp1xgxu"
  ¸Ô²Ó¡GKey (id)=(1) is not present in table "customer". 
2019/03/31 00:24:35.470|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:24:35.480|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:24:35.879|DEBUG[main] select customer0_.id as id1_1_, customer0_.email as email2_1_, customer0_.first_name as first_na3_1_, customer0_.last_name as last_nam4_1_ from Customer customer0_ 
2019/03/31 00:24:57.621|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:24:58.225| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/31 00:24:58.691|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:24:58.701|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 00:24:59.094|DEBUG[main] select customer0_.id as id1_1_, customer0_.email as email2_1_, customer0_.first_name as first_na3_1_, customer0_.last_name as last_nam4_1_ from Customer customer0_ 
2019/03/31 13:28:12.642|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 13:28:13.243| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/31 13:28:13.708|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 13:28:13.716|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 13:28:14.098|DEBUG[main] select customer0_.id as id1_1_, customer0_.email as email2_1_, customer0_.first_name as first_na3_1_, customer0_.last_name as last_nam4_1_ from Customer customer0_ 
2019/03/31 13:28:31.981|DEBUG[main] db url: jdbc:postgresql://localhost:5432/test 
2019/03/31 13:28:32.582| WARN[main] Could not find matching type descriptor for requested Java class [java.util.List]; using fallback 
2019/03/31 13:28:32.584| WARN[main] Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'entityManagerFactory' defined in org.tonylin.practice.spring.data.rest.AppConfig: Invocation of init method failed; nested exception is javax.persistence.PersistenceException: [PersistenceUnit: default] Unable to build Hibernate SessionFactory; nested exception is org.hibernate.AnnotationException: @OneToOne or @ManyToOne on org.tonylin.practice.spring.data.rest.repository.Customer.addresses references an unknown entity: java.util.Set 
2019/03/31 13:28:32.586|ERROR[main] Caught exception while allowing TestExecutionListener [org.springframework.test.context.support.DependencyInjectionTestExecutionListener@32fe9d0a] to prepare test instance [org.tonylin.practice.spring.data.rest.repository.JPACustomerRepositoryTest@c9413d8] 
java.lang.IllegalStateException: Failed to load ApplicationContext
	at org.springframework.test.context.cache.DefaultCacheAwareContextLoaderDelegate.loadContext(DefaultCacheAwareContextLoaderDelegate.java:124)
	at org.springframework.test.context.support.DefaultTestContext.getApplicationContext(DefaultTestContext.java:83)
	at org.springframework.test.context.support.DependencyInjectionTestExecutionListener.injectDependencies(DependencyInjectionTestExecutionListener.java:117)
	at org.springframework.test.context.support.DependencyInjectionTestExecutionListener.prepareTestInstance(DependencyInjectionTestExecutionListener.java:83)
	at org.springframework.test.context.TestContextManager.prepareTestInstance(TestContextManager.java:230)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.createTest(SpringJUnit4ClassRunner.java:228)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner$1.runReflectiveCall(SpringJUnit4ClassRunner.java:287)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.methodBlock(SpringJUnit4ClassRunner.java:289)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:247)
	at org.springframework.test.context.junit4.SpringJUnit4ClassRunner.runChild(SpringJUnit4ClassRunner.java:94)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
